model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
detests-beto-5_concat_contexts_hard_s61_max_tokens_512,0.839,0.659,0.783,0.519,0.908,0.568,0.780,0.785,0.781,0.920,0.756,0.826,0.136,0.846,0.124,0.756,0.143,0.710,0.139,0.859,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s62_max_tokens_512,0.819,0.639,0.769,0.488,0.907,0.535,0.747,0.791,0.759,0.931,0.761,0.781,0.130,0.791,0.121,0.728,0.131,0.679,0.116,0.827,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s63_max_tokens_512,0.855,0.662,0.778,0.524,0.894,0.600,0.819,0.738,0.797,0.908,0.701,0.823,0.139,0.852,0.125,0.735,0.145,0.713,0.138,0.830,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s64_max_tokens_512,0.855,0.659,0.776,0.521,0.892,0.601,0.822,0.730,0.797,0.851,0.703,0.825,0.135,0.847,0.125,0.750,0.144,0.722,0.131,0.845,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s65_max_tokens_512,0.816,0.650,0.782,0.507,0.922,0.534,0.732,0.832,0.759,0.931,0.810,0.788,0.132,0.793,0.123,0.743,0.138,0.689,0.117,0.838,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s66_max_tokens_512,0.826,0.647,0.776,0.501,0.909,0.546,0.756,0.795,0.767,0.885,0.776,0.807,0.140,0.823,0.129,0.743,0.147,0.696,0.127,0.848,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s67_max_tokens_512,0.845,0.652,0.773,0.509,0.895,0.579,0.800,0.746,0.785,0.897,0.713,0.818,0.133,0.840,0.122,0.747,0.138,0.725,0.126,0.839,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s68_max_tokens_512,0.850,0.648,0.767,0.505,0.887,0.590,0.816,0.717,0.790,0.885,0.681,0.823,0.130,0.847,0.116,0.744,0.137,0.732,0.133,0.840,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s69_max_tokens_512,0.838,0.659,0.782,0.518,0.908,0.566,0.778,0.787,0.780,0.897,0.763,0.811,0.131,0.825,0.122,0.750,0.140,0.696,0.129,0.852,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s70_max_tokens_512,0.848,0.661,0.781,0.522,0.901,0.585,0.801,0.760,0.790,0.897,0.731,0.821,0.142,0.847,0.131,0.738,0.145,0.714,0.136,0.837,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s71_max_tokens_512,0.844,0.655,0.776,0.513,0.899,0.577,0.796,0.756,0.785,0.885,0.728,0.818,0.132,0.837,0.121,0.753,0.137,0.714,0.136,0.843,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s72_max_tokens_512,0.820,0.647,0.777,0.501,0.914,0.538,0.743,0.811,0.762,0.931,0.786,0.793,0.134,0.805,0.124,0.735,0.135,0.702,0.137,0.835,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s73_max_tokens_512,0.839,0.652,0.776,0.508,0.901,0.568,0.785,0.766,0.780,0.897,0.738,0.820,0.139,0.846,0.125,0.735,0.146,0.727,0.137,0.838,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s74_max_tokens_512,0.863,0.655,0.769,0.520,0.882,0.621,0.844,0.693,0.804,0.839,0.661,0.836,0.134,0.868,0.118,0.743,0.140,0.736,0.132,0.832,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s75_max_tokens_512,0.842,0.656,0.778,0.514,0.902,0.574,0.790,0.766,0.784,0.943,0.728,0.810,0.131,0.832,0.117,0.733,0.139,0.712,0.128,0.837,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s76_max_tokens_512,0.847,0.652,0.772,0.509,0.893,0.583,0.806,0.738,0.788,0.862,0.711,0.814,0.134,0.840,0.122,0.735,0.136,0.729,0.125,0.822,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s77_max_tokens_512,0.867,0.665,0.775,0.534,0.885,0.632,0.850,0.701,0.810,0.885,0.661,0.842,0.134,0.879,0.114,0.743,0.138,0.750,0.139,0.817,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s78_max_tokens_512,0.858,0.645,0.762,0.506,0.879,0.609,0.838,0.686,0.797,0.816,0.658,0.832,0.136,0.870,0.118,0.731,0.132,0.733,0.146,0.815,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s79_max_tokens_512,0.832,0.661,0.787,0.521,0.917,0.556,0.761,0.814,0.775,0.920,0.791,0.805,0.138,0.828,0.125,0.728,0.145,0.701,0.125,0.833,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s80_max_tokens_512,0.825,0.657,0.786,0.516,0.920,0.546,0.748,0.824,0.768,0.908,0.805,0.802,0.137,0.818,0.127,0.736,0.144,0.701,0.130,0.838,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s81_max_tokens_512,0.843,0.664,0.786,0.526,0.908,0.576,0.787,0.785,0.786,0.885,0.763,0.813,0.133,0.832,0.124,0.745,0.138,0.717,0.133,0.837,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s82_max_tokens_512,0.825,0.657,0.786,0.516,0.920,0.546,0.748,0.824,0.768,0.897,0.808,0.803,0.138,0.818,0.130,0.746,0.138,0.696,0.121,0.834,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s83_max_tokens_512,0.826,0.640,0.768,0.490,0.902,0.545,0.762,0.775,0.765,0.897,0.748,0.782,0.129,0.794,0.118,0.725,0.133,0.681,0.130,0.825,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s84_max_tokens_512,0.800,0.638,0.774,0.490,0.925,0.513,0.705,0.844,0.742,0.931,0.825,0.788,0.139,0.806,0.129,0.722,0.139,0.664,0.127,0.835,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s85_max_tokens_512,0.853,0.664,0.781,0.527,0.898,0.596,0.813,0.750,0.796,0.874,0.723,0.822,0.139,0.845,0.127,0.750,0.142,0.715,0.140,0.840,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s86_max_tokens_512,0.815,0.652,0.785,0.511,0.925,0.533,0.729,0.840,0.759,0.931,0.820,0.782,0.133,0.794,0.124,0.727,0.133,0.687,0.124,0.821,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s87_max_tokens_512,0.847,0.657,0.776,0.516,0.897,0.584,0.803,0.750,0.789,0.885,0.721,0.823,0.136,0.849,0.123,0.747,0.138,0.721,0.139,0.836,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s88_max_tokens_512,0.850,0.650,0.769,0.508,0.889,0.589,0.813,0.725,0.790,0.862,0.696,0.829,0.136,0.858,0.122,0.736,0.144,0.728,0.137,0.844,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s89_max_tokens_512,0.846,0.650,0.771,0.507,0.893,0.580,0.803,0.740,0.786,0.885,0.708,0.814,0.132,0.830,0.121,0.756,0.140,0.713,0.120,0.843,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s90_max_tokens_512,0.851,0.653,0.771,0.511,0.890,0.592,0.815,0.727,0.791,0.908,0.688,0.817,0.138,0.850,0.121,0.730,0.144,0.718,0.140,0.816,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_hard_s91_max_tokens_512,0.850,0.661,0.779,0.522,0.898,0.589,0.807,0.752,0.792,0.874,0.726,0.819,0.134,0.846,0.120,0.736,0.138,0.723,0.134,0.831,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-beto-5_concat_contexts_soft_s42_max_tokens_512,0.870,0.662,0.772,0.532,0.881,0.641,0.859,0.684,0.812,0.862,0.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.301,0.315,0.226,0.138,0.043,0.621,1.416,0.693,0.188,0.194
detests-beto-5_concat_contexts_soft_s43_max_tokens_512,0.877,0.665,0.771,0.543,0.876,0.669,0.879,0.662,0.821,0.851,0.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.308,0.276,0.146,0.051,0.575,1.533,0.677,0.237,0.241
detests-beto-5_concat_contexts_soft_s44_max_tokens_512,0.876,0.671,0.777,0.548,0.881,0.661,0.871,0.682,0.820,0.897,0.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.358,0.305,0.272,0.130,0.052,0.578,1.611,0.706,0.231,0.207
detests-beto-5_concat_contexts_soft_s45_max_tokens_512,0.874,0.658,0.766,0.533,0.874,0.659,0.875,0.658,0.816,0.885,0.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.390,0.309,0.302,0.147,0.058,0.575,1.666,0.682,0.220,0.220
detests-beto-5_concat_contexts_soft_s46_max_tokens_512,0.873,0.666,0.774,0.539,0.881,0.650,0.865,0.682,0.816,0.897,0.636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.314,0.242,0.163,0.053,0.584,1.522,0.673,0.234,0.226
detests-beto-5_concat_contexts_soft_s47_max_tokens_512,0.880,0.665,0.769,0.545,0.874,0.677,0.885,0.654,0.823,0.851,0.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.312,0.408,0.164,0.060,0.560,1.773,0.676,0.267,0.253
detests-beto-5_concat_contexts_soft_s48_max_tokens_512,0.863,0.654,0.768,0.519,0.881,0.623,0.847,0.689,0.804,0.862,0.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.320,0.222,0.173,0.057,0.583,1.236,0.656,0.233,0.231
detests-beto-5_concat_contexts_soft_s49_max_tokens_512,0.871,0.681,0.789,0.555,0.895,0.639,0.848,0.730,0.816,0.931,0.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.278,0.316,0.207,0.170,0.056,0.580,1.315,0.672,0.242,0.243
detests-beto-5_concat_contexts_soft_s50_max_tokens_512,0.873,0.661,0.768,0.534,0.876,0.655,0.871,0.666,0.816,0.839,0.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.309,0.307,0.221,0.170,0.061,0.543,1.252,0.636,0.275,0.255
detests-beto-5_concat_contexts_soft_s51_max_tokens_512,0.866,0.653,0.765,0.520,0.877,0.633,0.856,0.674,0.807,0.839,0.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.307,0.315,0.205,0.160,0.053,0.595,1.523,0.643,0.219,0.231
detests-roberta_bne-0_no_context_hard_s42_max_tokens_512,0.885,0.647,0.752,0.538,0.858,0.716,0.914,0.590,0.827,0.851,0.534,0.839,0.079,0.863,0.056,0.755,0.098,0.792,0.109,0.802,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s43_max_tokens_512,0.887,0.669,0.769,0.558,0.870,0.709,0.904,0.633,0.831,0.828,0.591,0.831,0.137,0.886,0.110,0.662,0.106,0.744,0.136,0.740,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s44_max_tokens_512,0.880,0.646,0.753,0.528,0.861,0.690,0.900,0.607,0.821,0.805,0.564,0.802,0.163,0.881,0.127,0.596,0.056,0.714,0.150,0.636,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s45_max_tokens_512,0.886,0.683,0.781,0.570,0.880,0.698,0.894,0.668,0.833,0.897,0.618,0.837,0.137,0.890,0.115,0.680,0.106,0.756,0.138,0.754,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s46_max_tokens_512,0.890,0.663,0.762,0.559,0.863,0.734,0.919,0.605,0.834,0.828,0.556,0.830,0.139,0.888,0.108,0.658,0.099,0.741,0.142,0.715,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s47_max_tokens_512,0.879,0.649,0.756,0.531,0.864,0.686,0.896,0.617,0.821,0.828,0.571,0.799,0.162,0.878,0.125,0.591,0.061,0.720,0.147,0.630,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s48_max_tokens_512,0.874,0.649,0.758,0.524,0.868,0.664,0.881,0.635,0.815,0.805,0.599,0.771,0.177,0.861,0.144,0.562,0.037,0.681,0.141,0.588,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s49_max_tokens_512,0.887,0.653,0.756,0.547,0.860,0.725,0.917,0.594,0.830,0.828,0.544,0.834,0.140,0.891,0.108,0.654,0.098,0.750,0.145,0.720,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s50_max_tokens_512,0.880,0.612,0.729,0.503,0.844,0.709,0.918,0.539,0.816,0.690,0.506,0.780,0.172,0.860,0.136,0.553,0.036,0.692,0.141,0.577,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s51_max_tokens_512,0.880,0.661,0.766,0.541,0.871,0.680,0.888,0.643,0.822,0.805,0.608,0.788,0.169,0.872,0.135,0.582,0.049,0.709,0.143,0.612,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s52_max_tokens_512,0.881,0.618,0.732,0.510,0.845,0.716,0.921,0.543,0.819,0.747,0.499,0.776,0.173,0.854,0.142,0.553,0.036,0.688,0.140,0.578,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s53_max_tokens_512,0.880,0.682,0.784,0.563,0.885,0.672,0.875,0.693,0.826,0.920,0.643,0.831,0.142,0.889,0.117,0.665,0.108,0.750,0.148,0.748,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s54_max_tokens_512,0.885,0.662,0.764,0.548,0.867,0.703,0.903,0.625,0.828,0.839,0.579,0.821,0.128,0.876,0.095,0.646,0.100,0.761,0.135,0.714,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s55_max_tokens_512,0.886,0.682,0.780,0.568,0.879,0.697,0.893,0.668,0.832,0.862,0.626,0.840,0.133,0.894,0.104,0.668,0.099,0.756,0.141,0.762,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s56_max_tokens_512,0.875,0.642,0.752,0.518,0.863,0.669,0.887,0.617,0.815,0.805,0.576,0.783,0.176,0.872,0.139,0.565,0.043,0.696,0.149,0.597,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s57_max_tokens_512,0.884,0.668,0.770,0.553,0.872,0.695,0.896,0.643,0.828,0.816,0.606,0.807,0.163,0.884,0.133,0.613,0.061,0.728,0.149,0.647,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s58_max_tokens_512,0.886,0.681,0.779,0.567,0.879,0.696,0.893,0.666,0.832,0.897,0.616,0.832,0.136,0.888,0.110,0.665,0.095,0.755,0.137,0.740,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s59_max_tokens_512,0.880,0.636,0.746,0.522,0.855,0.699,0.907,0.584,0.820,0.759,0.546,0.784,0.169,0.866,0.132,0.567,0.044,0.694,0.140,0.596,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s60_max_tokens_512,0.884,0.662,0.764,0.547,0.868,0.698,0.900,0.629,0.827,0.828,0.586,0.795,0.168,0.877,0.131,0.579,0.048,0.720,0.148,0.612,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s61_max_tokens_512,0.884,0.659,0.762,0.546,0.866,0.703,0.903,0.621,0.827,0.862,0.569,0.835,0.136,0.893,0.104,0.661,0.100,0.744,0.139,0.733,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s62_max_tokens_512,0.881,0.620,0.734,0.512,0.847,0.713,0.918,0.549,0.819,0.724,0.511,0.778,0.171,0.859,0.135,0.554,0.034,0.686,0.142,0.578,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s63_max_tokens_512,0.881,0.662,0.766,0.544,0.871,0.685,0.891,0.641,0.824,0.862,0.594,0.798,0.164,0.880,0.126,0.588,0.048,0.733,0.149,0.621,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s64_max_tokens_512,0.887,0.637,0.744,0.534,0.852,0.733,0.924,0.564,0.827,0.747,0.524,0.831,0.134,0.888,0.097,0.652,0.097,0.746,0.140,0.707,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s65_max_tokens_512,0.882,0.670,0.772,0.552,0.875,0.685,0.889,0.656,0.826,0.851,0.613,0.833,0.138,0.888,0.114,0.678,0.107,0.738,0.140,0.752,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s66_max_tokens_512,0.879,0.606,0.724,0.497,0.841,0.709,0.920,0.529,0.815,0.770,0.476,0.784,0.169,0.863,0.133,0.556,0.036,0.702,0.139,0.581,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s67_max_tokens_512,0.882,0.670,0.772,0.553,0.875,0.688,0.890,0.654,0.827,0.885,0.603,0.827,0.140,0.884,0.115,0.672,0.101,0.740,0.139,0.731,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s68_max_tokens_512,0.880,0.616,0.731,0.507,0.846,0.709,0.918,0.545,0.817,0.747,0.501,0.794,0.165,0.870,0.131,0.577,0.049,0.701,0.143,0.609,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s69_max_tokens_512,0.886,0.642,0.748,0.535,0.855,0.724,0.919,0.576,0.827,0.782,0.531,0.826,0.138,0.883,0.106,0.656,0.099,0.740,0.140,0.709,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s70_max_tokens_512,0.883,0.632,0.742,0.524,0.851,0.717,0.918,0.566,0.823,0.770,0.521,0.768,0.180,0.854,0.143,0.539,0.024,0.672,0.140,0.555,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s71_max_tokens_512,0.884,0.630,0.740,0.525,0.850,0.725,0.922,0.557,0.824,0.713,0.524,0.773,0.175,0.853,0.142,0.546,0.029,0.689,0.137,0.565,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s72_max_tokens_512,0.877,0.650,0.758,0.527,0.866,0.674,0.888,0.627,0.818,0.793,0.591,0.781,0.165,0.859,0.137,0.583,0.048,0.725,0.141,0.609,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s73_max_tokens_512,0.881,0.623,0.736,0.513,0.848,0.709,0.916,0.555,0.819,0.736,0.516,0.785,0.158,0.855,0.130,0.579,0.055,0.715,0.134,0.611,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s74_max_tokens_512,0.886,0.662,0.764,0.551,0.866,0.710,0.906,0.621,0.829,0.805,0.581,0.829,0.137,0.888,0.103,0.661,0.103,0.745,0.142,0.716,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s75_max_tokens_512,0.889,0.667,0.765,0.560,0.866,0.725,0.914,0.617,0.834,0.851,0.566,0.828,0.137,0.881,0.113,0.665,0.103,0.749,0.135,0.726,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s76_max_tokens_512,0.892,0.656,0.755,0.559,0.857,0.755,0.931,0.580,0.836,0.793,0.534,0.829,0.140,0.885,0.108,0.646,0.100,0.743,0.143,0.707,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s77_max_tokens_512,0.883,0.659,0.763,0.545,0.867,0.698,0.900,0.625,0.826,0.839,0.579,0.820,0.131,0.876,0.103,0.652,0.091,0.755,0.134,0.711,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s78_max_tokens_512,0.889,0.675,0.772,0.567,0.871,0.719,0.909,0.635,0.835,0.851,0.589,0.840,0.133,0.895,0.100,0.678,0.104,0.757,0.147,0.737,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s79_max_tokens_512,0.890,0.658,0.758,0.556,0.860,0.739,0.923,0.592,0.834,0.805,0.546,0.833,0.139,0.892,0.101,0.645,0.098,0.749,0.140,0.704,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s80_max_tokens_512,0.877,0.648,0.756,0.526,0.865,0.676,0.890,0.623,0.818,0.885,0.566,0.822,0.134,0.874,0.110,0.661,0.094,0.731,0.134,0.750,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s81_max_tokens_512,0.882,0.665,0.767,0.548,0.871,0.689,0.894,0.641,0.826,0.885,0.589,0.838,0.134,0.889,0.109,0.688,0.112,0.740,0.140,0.770,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s82_max_tokens_512,0.881,0.632,0.742,0.520,0.853,0.706,0.912,0.572,0.821,0.747,0.534,0.779,0.176,0.863,0.140,0.556,0.033,0.685,0.144,0.580,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s83_max_tokens_512,0.876,0.607,0.726,0.492,0.843,0.694,0.912,0.539,0.812,0.782,0.486,0.767,0.176,0.849,0.143,0.542,0.027,0.680,0.137,0.562,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s84_max_tokens_512,0.886,0.646,0.750,0.538,0.857,0.722,0.917,0.584,0.827,0.759,0.546,0.824,0.137,0.886,0.099,0.633,0.086,0.749,0.135,0.687,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s85_max_tokens_512,0.884,0.657,0.761,0.543,0.865,0.701,0.903,0.619,0.826,0.851,0.569,0.824,0.129,0.877,0.101,0.663,0.093,0.758,0.132,0.726,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s86_max_tokens_512,0.881,0.655,0.760,0.538,0.866,0.691,0.897,0.623,0.823,0.816,0.581,0.796,0.168,0.877,0.134,0.585,0.051,0.719,0.146,0.617,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s87_max_tokens_512,0.881,0.650,0.756,0.533,0.863,0.692,0.900,0.613,0.822,0.839,0.564,0.827,0.128,0.877,0.104,0.675,0.106,0.751,0.130,0.744,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s88_max_tokens_512,0.875,0.680,0.785,0.556,0.889,0.653,0.861,0.709,0.820,0.897,0.668,0.840,0.128,0.882,0.114,0.718,0.123,0.754,0.129,0.803,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
detests-roberta_bne-0_no_context_hard_s89_max_tokens_512,0.891,0.661,0.760,0.559,0.861,0.740,0.923,0.596,0.835,0.805,0.551,0.832,0.136,0.889,0.102,0.641,0.100,0.752,0.133,0.710,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
