model,f1_neg,f1_pos,roc_auc,mcc,precision_neg,precision_pos,recall_neg,recall_pos,accuracy,accuracy_explicit,accuracy_implicit,accuracy_no_contextual,accuracy_contextual,softmax_confidence,softmax_confidence_std,TN_softmax_confidence,TN_softmax_confidence_std,FP_softmax_confidence,FP_softmax_confidence_std,FN_softmax_confidence,FN_softmax_confidence_std,TP_softmax_confidence,TP_softmax_confidence_std,cross_entropy,MSE,TN_cross_entropy,TN_MSE,FP_cross_entropy,FP_MSE,FN_cross_entropy,FN_MSE,TP_cross_entropy,TP_MSE
stereohoax-roberta_bne-4_rh_text_hard_s56_max_tokens_512,0.866,0.707,0.778,0.577,0.841,0.756,0.892,0.665,0.816,0.725,0.432,0.794,0.424,0.692,0.119,0.747,0.109,0.585,0.064,0.636,0.104,0.608,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s57_max_tokens_512,0.847,0.634,0.728,0.494,0.802,0.733,0.898,0.559,0.785,0.606,0.378,0.678,0.336,0.717,0.110,0.760,0.094,0.602,0.089,0.681,0.103,0.653,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s58_max_tokens_512,0.852,0.628,0.725,0.501,0.797,0.759,0.915,0.536,0.788,0.581,0.365,0.661,0.304,0.715,0.107,0.755,0.090,0.612,0.080,0.660,0.105,0.659,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s59_max_tokens_512,0.832,0.534,0.671,0.406,0.761,0.720,0.917,0.425,0.753,0.468,0.257,0.588,0.120,0.641,0.085,0.674,0.077,0.549,0.037,0.616,0.078,0.567,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s60_max_tokens_512,0.864,0.653,0.742,0.543,0.805,0.804,0.933,0.550,0.805,0.623,0.270,0.674,0.320,0.715,0.106,0.751,0.091,0.615,0.097,0.663,0.099,0.660,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s61_max_tokens_512,0.846,0.517,0.669,0.447,0.754,0.838,0.964,0.374,0.767,0.426,0.176,0.485,0.168,0.686,0.090,0.727,0.067,0.556,0.047,0.637,0.082,0.586,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s62_max_tokens_512,0.871,0.646,0.737,0.559,0.798,0.860,0.958,0.517,0.811,0.577,0.284,0.618,0.328,0.686,0.090,0.725,0.068,0.580,0.066,0.650,0.088,0.594,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s63_max_tokens_512,0.842,0.494,0.658,0.427,0.748,0.829,0.964,0.352,0.759,0.419,0.095,0.506,0.064,0.703,0.091,0.738,0.068,0.591,0.072,0.650,0.088,0.627,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s64_max_tokens_512,0.875,0.679,0.758,0.580,0.814,0.840,0.945,0.570,0.820,0.630,0.338,0.665,0.392,0.684,0.089,0.723,0.070,0.580,0.054,0.649,0.086,0.601,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s65_max_tokens_512,0.854,0.613,0.717,0.500,0.789,0.786,0.931,0.503,0.788,0.563,0.270,0.627,0.272,0.696,0.098,0.735,0.083,0.588,0.077,0.638,0.087,0.641,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s66_max_tokens_512,0.835,0.658,0.743,0.493,0.825,0.674,0.845,0.642,0.777,0.687,0.473,0.717,0.504,0.751,0.106,0.786,0.093,0.658,0.096,0.710,0.106,0.724,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s67_max_tokens_512,0.844,0.527,0.672,0.442,0.758,0.809,0.954,0.391,0.766,0.415,0.297,0.438,0.304,0.619,0.072,0.647,0.064,0.535,0.034,0.583,0.062,0.560,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s68_max_tokens_512,0.856,0.631,0.728,0.512,0.797,0.779,0.924,0.531,0.793,0.588,0.311,0.648,0.312,0.725,0.108,0.759,0.097,0.612,0.090,0.674,0.104,0.684,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s69_max_tokens_512,0.845,0.576,0.695,0.460,0.775,0.767,0.930,0.461,0.773,0.511,0.270,0.524,0.344,0.661,0.094,0.699,0.084,0.567,0.049,0.614,0.081,0.592,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s70_max_tokens_512,0.871,0.689,0.765,0.573,0.824,0.798,0.923,0.606,0.817,0.665,0.378,0.700,0.432,0.732,0.104,0.775,0.086,0.632,0.076,0.689,0.104,0.656,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s71_max_tokens_512,0.845,0.591,0.703,0.466,0.781,0.753,0.920,0.486,0.775,0.546,0.257,0.665,0.152,0.681,0.102,0.700,0.096,0.586,0.082,0.654,0.095,0.667,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s72_max_tokens_512,0.872,0.664,0.749,0.567,0.808,0.838,0.947,0.550,0.814,0.606,0.338,0.622,0.416,0.705,0.105,0.745,0.090,0.588,0.070,0.657,0.103,0.630,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s73_max_tokens_512,0.837,0.699,0.775,0.537,0.860,0.666,0.815,0.735,0.788,0.750,0.676,0.773,0.664,0.707,0.105,0.722,0.098,0.638,0.101,0.672,0.096,0.719,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s74_max_tokens_512,0.859,0.599,0.710,0.509,0.781,0.835,0.954,0.466,0.791,0.521,0.257,0.588,0.240,0.702,0.088,0.736,0.069,0.598,0.068,0.651,0.091,0.639,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s75_max_tokens_512,0.849,0.626,0.723,0.492,0.797,0.745,0.908,0.539,0.785,0.602,0.297,0.700,0.240,0.668,0.102,0.707,0.093,0.579,0.058,0.629,0.095,0.602,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s76_max_tokens_512,0.859,0.637,0.731,0.521,0.799,0.789,0.929,0.534,0.797,0.592,0.311,0.670,0.280,0.724,0.113,0.768,0.096,0.594,0.065,0.675,0.112,0.650,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s77_max_tokens_512,0.860,0.643,0.735,0.528,0.802,0.792,0.929,0.542,0.799,0.602,0.311,0.648,0.344,0.710,0.108,0.750,0.093,0.597,0.076,0.652,0.101,0.648,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s78_max_tokens_512,0.859,0.691,0.767,0.553,0.835,0.737,0.884,0.651,0.806,0.715,0.405,0.734,0.496,0.721,0.108,0.767,0.095,0.595,0.068,0.688,0.102,0.658,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s79_max_tokens_512,0.853,0.570,0.695,0.482,0.771,0.825,0.954,0.436,0.781,0.486,0.243,0.519,0.280,0.686,0.086,0.720,0.069,0.568,0.060,0.639,0.082,0.623,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s80_max_tokens_512,0.829,0.356,0.603,0.348,0.716,0.870,0.983,0.223,0.729,0.261,0.081,0.322,0.040,0.647,0.066,0.672,0.048,0.540,0.034,0.615,0.064,0.554,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s81_max_tokens_512,0.854,0.606,0.713,0.497,0.785,0.795,0.937,0.489,0.787,0.542,0.284,0.605,0.272,0.719,0.103,0.755,0.089,0.603,0.085,0.681,0.104,0.649,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s82_max_tokens_512,0.838,0.562,0.686,0.434,0.771,0.734,0.917,0.455,0.763,0.525,0.189,0.618,0.152,0.694,0.116,0.738,0.108,0.584,0.056,0.657,0.109,0.604,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s83_max_tokens_512,0.842,0.653,0.740,0.498,0.817,0.700,0.868,0.612,0.783,0.665,0.405,0.777,0.304,0.727,0.106,0.765,0.090,0.616,0.084,0.684,0.114,0.697,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s84_max_tokens_512,0.845,0.588,0.702,0.466,0.780,0.758,0.923,0.480,0.775,0.549,0.216,0.682,0.104,0.680,0.097,0.720,0.083,0.561,0.049,0.645,0.094,0.600,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s85_max_tokens_512,0.852,0.703,0.777,0.555,0.851,0.705,0.853,0.701,0.802,0.754,0.500,0.820,0.480,0.750,0.128,0.799,0.117,0.629,0.091,0.689,0.124,0.708,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s86_max_tokens_512,0.835,0.485,0.651,0.397,0.745,0.778,0.950,0.352,0.750,0.387,0.216,0.442,0.184,0.660,0.095,0.697,0.085,0.573,0.052,0.607,0.078,0.587,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s87_max_tokens_512,0.855,0.635,0.730,0.512,0.799,0.772,0.920,0.539,0.793,0.588,0.351,0.605,0.416,0.715,0.099,0.753,0.081,0.600,0.079,0.674,0.105,0.655,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s88_max_tokens_512,0.858,0.661,0.746,0.531,0.814,0.758,0.906,0.587,0.799,0.651,0.338,0.708,0.360,0.747,0.102,0.784,0.083,0.620,0.086,0.703,0.100,0.703,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s89_max_tokens_512,0.855,0.649,0.738,0.518,0.807,0.757,0.909,0.567,0.795,0.623,0.351,0.687,0.344,0.751,0.109,0.780,0.096,0.668,0.108,0.695,0.108,0.727,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s90_max_tokens_512,0.850,0.612,0.716,0.488,0.790,0.762,0.920,0.511,0.784,0.560,0.324,0.618,0.312,0.724,0.104,0.765,0.081,0.625,0.088,0.676,0.103,0.654,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_hard_s91_max_tokens_512,0.862,0.634,0.730,0.529,0.796,0.812,0.940,0.520,0.799,0.567,0.338,0.609,0.352,0.692,0.101,0.731,0.085,0.589,0.073,0.640,0.096,0.623,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-4_rh_text_soft_s42_max_tokens_512,0.838,0.682,0.762,0.521,0.844,0.673,0.832,0.692,0.785,0.739,0.507,0.797,0.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.258,0.307,0.130,0.176,0.072,0.520,1.152,0.597,0.259,0.210
stereohoax-roberta_bne-4_rh_text_soft_s43_max_tokens_512,0.824,0.643,0.733,0.467,0.821,0.648,0.827,0.639,0.764,0.687,0.452,0.716,0.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.272,0.307,0.141,0.164,0.075,0.510,1.091,0.576,0.256,0.209
stereohoax-roberta_bne-4_rh_text_soft_s44_max_tokens_512,0.809,0.673,0.755,0.490,0.857,0.613,0.765,0.745,0.758,0.789,0.575,0.841,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.228,0.323,0.116,0.200,0.066,0.535,1.068,0.569,0.275,0.216
stereohoax-roberta_bne-4_rh_text_soft_s45_max_tokens_512,0.811,0.641,0.730,0.452,0.826,0.619,0.796,0.664,0.752,0.697,0.534,0.759,0.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.265,0.329,0.128,0.183,0.059,0.546,1.114,0.588,0.291,0.227
stereohoax-roberta_bne-4_rh_text_soft_s46_max_tokens_512,0.847,0.658,0.744,0.509,0.819,0.712,0.877,0.611,0.788,0.665,0.397,0.698,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.294,0.303,0.151,0.157,0.061,0.530,1.124,0.587,0.271,0.217
stereohoax-roberta_bne-4_rh_text_soft_s47_max_tokens_512,0.835,0.653,0.740,0.489,0.822,0.675,0.848,0.633,0.776,0.676,0.466,0.763,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.284,0.318,0.143,0.160,0.052,0.571,1.167,0.599,0.263,0.212
stereohoax-roberta_bne-4_rh_text_soft_s48_max_tokens_512,0.850,0.695,0.771,0.545,0.846,0.701,0.853,0.689,0.799,0.746,0.466,0.819,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.261,0.303,0.142,0.168,0.063,0.568,1.160,0.586,0.235,0.192
stereohoax-roberta_bne-4_rh_text_soft_s49_max_tokens_512,0.840,0.656,0.742,0.498,0.821,0.690,0.860,0.625,0.782,0.673,0.438,0.737,0.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.276,0.309,0.143,0.162,0.063,0.574,1.098,0.574,0.241,0.205
stereohoax-roberta_bne-4_rh_text_soft_s50_max_tokens_512,0.801,0.640,0.728,0.444,0.830,0.601,0.773,0.683,0.743,0.722,0.534,0.793,0.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.266,0.333,0.146,0.168,0.053,0.574,1.198,0.605,0.248,0.187
stereohoax-roberta_bne-4_rh_text_soft_s51_max_tokens_512,0.859,0.733,0.802,0.593,0.876,0.706,0.842,0.762,0.815,0.806,0.589,0.888,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.289,0.153,0.155,0.065,0.548,1.234,0.602,0.234,0.193
stereohoax-roberta_bne-5_concat_contexts_hard_s42_max_tokens_512,0.838,0.671,0.753,0.509,0.834,0.678,0.842,0.665,0.783,0.725,0.432,0.794,0.424,0.719,0.115,0.765,0.108,0.630,0.075,0.669,0.116,0.671,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s43_max_tokens_512,0.819,0.648,0.736,0.468,0.826,0.638,0.812,0.659,0.761,0.729,0.392,0.798,0.400,0.714,0.113,0.759,0.108,0.636,0.079,0.659,0.108,0.679,0.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s44_max_tokens_512,0.843,0.569,0.691,0.450,0.772,0.758,0.927,0.455,0.770,0.475,0.378,0.536,0.304,0.696,0.107,0.743,0.089,0.589,0.064,0.638,0.096,0.609,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s45_max_tokens_512,0.819,0.654,0.740,0.473,0.831,0.636,0.807,0.673,0.762,0.754,0.365,0.863,0.320,0.730,0.125,0.785,0.114,0.630,0.082,0.674,0.122,0.684,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s46_max_tokens_512,0.826,0.677,0.758,0.506,0.847,0.648,0.807,0.709,0.774,0.764,0.500,0.837,0.472,0.718,0.121,0.765,0.112,0.625,0.081,0.655,0.113,0.686,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s47_max_tokens_512,0.857,0.643,0.735,0.520,0.803,0.773,0.919,0.550,0.796,0.616,0.297,0.687,0.296,0.726,0.114,0.765,0.101,0.621,0.096,0.670,0.112,0.674,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s48_max_tokens_512,0.849,0.681,0.760,0.531,0.834,0.708,0.864,0.656,0.795,0.722,0.405,0.777,0.432,0.737,0.127,0.790,0.119,0.627,0.077,0.707,0.122,0.659,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s49_max_tokens_512,0.846,0.657,0.743,0.507,0.817,0.712,0.877,0.609,0.787,0.687,0.311,0.785,0.280,0.723,0.123,0.771,0.111,0.616,0.086,0.666,0.114,0.666,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s50_max_tokens_512,0.845,0.632,0.727,0.488,0.802,0.723,0.892,0.561,0.782,0.637,0.270,0.760,0.192,0.685,0.107,0.716,0.095,0.591,0.080,0.637,0.095,0.663,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s51_max_tokens_512,0.844,0.620,0.719,0.479,0.796,0.728,0.899,0.539,0.779,0.606,0.284,0.704,0.232,0.666,0.098,0.710,0.087,0.552,0.037,0.628,0.089,0.595,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s52_max_tokens_512,0.847,0.687,0.764,0.534,0.839,0.701,0.856,0.673,0.795,0.739,0.419,0.811,0.416,0.721,0.119,0.763,0.115,0.626,0.086,0.664,0.105,0.681,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s53_max_tokens_512,0.847,0.628,0.725,0.491,0.799,0.737,0.902,0.547,0.784,0.627,0.243,0.730,0.208,0.686,0.121,0.740,0.110,0.563,0.044,0.646,0.114,0.586,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s54_max_tokens_512,0.830,0.608,0.710,0.446,0.794,0.679,0.870,0.550,0.763,0.616,0.297,0.717,0.240,0.670,0.090,0.698,0.084,0.620,0.076,0.632,0.090,0.636,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s55_max_tokens_512,0.838,0.653,0.740,0.493,0.819,0.686,0.857,0.623,0.779,0.669,0.446,0.687,0.504,0.694,0.117,0.735,0.113,0.607,0.078,0.657,0.103,0.644,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s56_max_tokens_512,0.828,0.647,0.735,0.475,0.820,0.660,0.836,0.634,0.769,0.704,0.365,0.824,0.280,0.721,0.106,0.762,0.090,0.647,0.092,0.660,0.105,0.687,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s57_max_tokens_512,0.844,0.687,0.765,0.531,0.842,0.690,0.846,0.684,0.792,0.757,0.405,0.833,0.408,0.741,0.132,0.799,0.123,0.622,0.078,0.694,0.128,0.674,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s58_max_tokens_512,0.849,0.694,0.770,0.543,0.845,0.701,0.853,0.687,0.798,0.739,0.486,0.828,0.424,0.724,0.114,0.757,0.108,0.648,0.097,0.677,0.114,0.697,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s59_max_tokens_512,0.845,0.703,0.778,0.549,0.856,0.686,0.835,0.721,0.797,0.775,0.514,0.854,0.472,0.738,0.119,0.777,0.112,0.650,0.099,0.689,0.118,0.710,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s60_max_tokens_512,0.863,0.700,0.774,0.566,0.839,0.747,0.888,0.659,0.812,0.729,0.392,0.803,0.392,0.724,0.105,0.758,0.091,0.622,0.092,0.685,0.105,0.685,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s61_max_tokens_512,0.847,0.669,0.751,0.519,0.825,0.711,0.871,0.631,0.791,0.711,0.324,0.785,0.344,0.731,0.121,0.780,0.112,0.624,0.085,0.672,0.110,0.673,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s62_max_tokens_512,0.845,0.634,0.728,0.491,0.803,0.724,0.892,0.564,0.783,0.623,0.338,0.708,0.296,0.687,0.115,0.740,0.100,0.571,0.053,0.631,0.104,0.605,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s63_max_tokens_512,0.823,0.556,0.679,0.398,0.770,0.672,0.884,0.475,0.747,0.535,0.243,0.682,0.088,0.710,0.093,0.733,0.076,0.662,0.093,0.670,0.090,0.694,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s64_max_tokens_512,0.837,0.564,0.687,0.434,0.771,0.732,0.916,0.458,0.763,0.504,0.284,0.592,0.208,0.673,0.091,0.713,0.078,0.569,0.049,0.630,0.083,0.601,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s65_max_tokens_512,0.843,0.663,0.747,0.507,0.824,0.698,0.863,0.631,0.785,0.711,0.324,0.828,0.264,0.727,0.122,0.782,0.111,0.610,0.069,0.676,0.116,0.660,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s66_max_tokens_512,0.830,0.644,0.733,0.474,0.817,0.666,0.843,0.623,0.770,0.676,0.419,0.742,0.400,0.695,0.116,0.741,0.112,0.611,0.062,0.651,0.117,0.641,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s67_max_tokens_512,0.847,0.656,0.742,0.508,0.816,0.718,0.881,0.603,0.788,0.669,0.351,0.747,0.336,0.742,0.117,0.784,0.100,0.633,0.085,0.688,0.115,0.696,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s68_max_tokens_512,0.844,0.564,0.689,0.453,0.770,0.772,0.934,0.444,0.771,0.493,0.257,0.575,0.200,0.695,0.115,0.742,0.103,0.560,0.049,0.638,0.099,0.612,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s69_max_tokens_512,0.827,0.654,0.740,0.481,0.826,0.656,0.829,0.651,0.770,0.722,0.378,0.807,0.360,0.714,0.122,0.774,0.112,0.605,0.068,0.665,0.117,0.646,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s70_max_tokens_512,0.837,0.660,0.745,0.498,0.825,0.682,0.850,0.640,0.780,0.708,0.378,0.807,0.328,0.718,0.117,0.772,0.106,0.599,0.062,0.678,0.111,0.652,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s71_max_tokens_512,0.829,0.458,0.637,0.367,0.738,0.752,0.945,0.330,0.740,0.384,0.122,0.476,0.056,0.651,0.074,0.674,0.065,0.562,0.049,0.619,0.067,0.611,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s72_max_tokens_512,0.828,0.625,0.720,0.456,0.805,0.666,0.852,0.589,0.764,0.665,0.297,0.807,0.184,0.696,0.097,0.723,0.086,0.615,0.077,0.662,0.104,0.681,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s73_max_tokens_512,0.842,0.683,0.762,0.525,0.840,0.686,0.845,0.679,0.789,0.739,0.446,0.820,0.416,0.722,0.116,0.763,0.107,0.618,0.083,0.674,0.118,0.693,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s74_max_tokens_512,0.858,0.708,0.781,0.566,0.850,0.722,0.866,0.696,0.809,0.771,0.405,0.811,0.480,0.717,0.108,0.754,0.103,0.612,0.076,0.674,0.108,0.682,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s75_max_tokens_512,0.823,0.549,0.675,0.392,0.767,0.672,0.887,0.464,0.745,0.532,0.203,0.639,0.136,0.683,0.088,0.714,0.073,0.626,0.075,0.641,0.094,0.636,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s76_max_tokens_512,0.848,0.674,0.755,0.524,0.828,0.711,0.870,0.640,0.793,0.701,0.405,0.781,0.376,0.709,0.117,0.758,0.110,0.604,0.064,0.667,0.113,0.641,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
stereohoax-roberta_bne-5_concat_contexts_hard_s77_max_tokens_512,0.845,0.630,0.725,0.487,0.801,0.726,0.895,0.556,0.782,0.620,0.311,0.721,0.248,0.727,0.106,0.768,0.087,0.633,0.091,0.673,0.101,0.676,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
